	mgs	pval	delta	delta.low	delta.up	fdr	bacteria	genome	annotation
progression.308	Bacteroides uniformis:1723_1726;3945_3948	0.084250141	0.154520918	-0.018656742	0.318697084	0.763054938	Bacteroides uniformis:1723	411479.PRJNA18195	Genes_ unannotated
progression.324	Bacteroides uniformis:2444_2455	0.082216598	0.186234818	0.012598635	0.348968202	0.763054938	Bacteroides uniformis:2444	411479.PRJNA18195	"Genes_ glycosyl hydrolase family 3 C-terminal domain protein;oxidoreductase, NAD-binding domain protein;SusD family protein;TonB-linked outer membrane protein, SusC/RagA family;RNA polymerase sigma-70 factor;sigma factor regulatory protein, FecR/PupR family"
progression.329	Bacteroides uniformis:2553_2554;2567_2568	0.085003529	0.134952767	-0.004982609	0.269704258	0.763054938	Bacteroides uniformis:2553	411479.PRJNA18195	Genes_ unannotated
progression.352	Bacteroides uniformis:3300_3305	0.084384211	0.15317139	-0.017586267	0.315247114	0.763054938	Bacteroides uniformis:3300	411479.PRJNA18195	Genes_ unannotated
progression.687	Blautia wexlerae:4391_4392	0.081050217	-0.114155251	-0.245429155	0.021229884	0.763054938	Blautia wexlerae:4391	1121115.PRJNA195783	Genes_ NA
progression.704	Blautia wexlerae:4506_4507	0.084007588	0.137539781	-0.004181847	0.273845123	0.763054938	Blautia wexlerae:4506	1121115.PRJNA195783	Genes_ NA
progression.778	Coprococcus comes:2308_2310	0.078493781	0.17085525	0.010291626	0.322829867	0.763054938	Coprococcus comes:2308	470146.PRJNA20525	"Genes_ ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;ABC transporter, ATP-binding protein;efflux ABC transporter, permease protein"
progression.1048	Anaerostipes hadrus:1267_1268;1268_1270	0.080792873	-0.108309991	-0.229611203	0.016304494	0.763054938	Anaerostipes hadrus:1267	245018.PRJNA45957	Genes_ Reverse transcriptase (RNA-dependent DNA polymerase).
progression.82	[Eubacterium] rectale:1701_1703;1703_1706	0.087902467	-0.116161616	-0.260193046	0.032926825	0.765821474	[Eubacterium] rectale:1701	657318.PRJNA39159	Genes_ Na+-dependent transporters of the SNF family;Predicted permeases;Lactate dehydrogenase and related dehydrogenases;Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs
progression.159	Faecalibacterium prausnitzii:478_480	0.086637734	0.114329268	0.000809274	0.224940077	0.765821474	Faecalibacterium prausnitzii:478	748224.PRJNA46809	Genes_ ;relaxase/mobilization nuclease domain protein
progression.521	Blautia wexlerae:466_467	0.086683335	0.139476961	-0.008724152	0.281682479	0.765821474	Blautia wexlerae:466	1121115.PRJNA195783	Genes_ NA
progression.523	Blautia wexlerae:501_503;1494_1496	0.089941037	0.080669711	-0.030618648	0.189982481	0.765821474	Blautia wexlerae:501	1121115.PRJNA195783	Genes_ NA
progression.973	Ruminococcus sp. SR1/5:3034_3035	0.088729963	0.103860294	-0.060267218	0.2625197	0.765821474	Ruminococcus sp. SR1/5:3034	657323.PRJNA39149	Genes_ Cna protein B-type domain.
progression.1007	Anaerostipes hadrus:385_387;398_400;400_403	0.089449456	0.093930906	-0.053889624	0.237722814	0.765821474	Anaerostipes hadrus:385	245018.PRJNA45957	Genes_ Cna protein B-type domain.;Cell wall-associated hydrolases (invasion-associated proteins)
progression.1025	Anaerostipes hadrus:626_627	0.088291974	0.173856209	0.014173213	0.324891765	0.765821474	Anaerostipes hadrus:626	245018.PRJNA45957	Genes_ unannotated
progression.958	Ruminococcus sp. SR1/5:2621_2622	0.090820914	0.068933824	-0.091208008	0.225600201	0.767668744	Ruminococcus sp. SR1/5:2621	657323.PRJNA39149	Genes_ Uncharacterized conserved protein;;Restriction endonuclease S subunits
progression.86	[Eubacterium] rectale:1775_1776	0.108499765	0.121212121	-0.036583511	0.273110467	0.776300337	[Eubacterium] rectale:1775	657318.PRJNA39159	Genes_ 
progression.101	[Eubacterium] rectale:2041_2042	0.109839581	0.102272727	-0.041651388	0.242038774	0.776300337	[Eubacterium] rectale:2041	657318.PRJNA39159	Genes_ ;Protein of unknown function (DUF1703)./Predicted AAA-ATPase.
progression.158	Faecalibacterium prausnitzii:458_459	0.094793363	-0.155487805	-0.301236766	-0.00263945	0.776300337	Faecalibacterium prausnitzii:458	748224.PRJNA46809	"Genes_ ABC transporter, ATP-binding protein"
progression.165	Faecalibacterium prausnitzii:542_543	0.105085908	0.107088415	-0.041873829	0.251393307	0.776300337	Faecalibacterium prausnitzii:542	748224.PRJNA46809	Genes_ ;bacterial mobilization protein MobC
progression.206	Faecalibacterium prausnitzii:1203_1204	0.103745618	0.134146341	-0.030648115	0.291840862	0.776300337	Faecalibacterium prausnitzii:1203	748224.PRJNA46809	Genes_ internalin-J
progression.284	Bacteroides uniformis:481_483	0.103871772	0.082995951	-0.083965912	0.245424982	0.776300337	Bacteroides uniformis:481	411479.PRJNA18195	Genes_ unannotated
progression.291	Bacteroides uniformis:770_775;777_782;1166_1172;4435_4437	0.112738942	0.172739541	0.008912722	0.32753563	0.776300337	Bacteroides uniformis:770	411479.PRJNA18195	"Genes_ RHS repeat-associated core domain protein;TonB-linked outer membrane protein, SusC/RagA family;SusD family protein;glycosyl hydrolase family 2, sugar binding domain protein"
progression.309	Bacteroides uniformis:1771_1772	0.105585902	0.087719298	-0.080670729	0.251241087	0.776300337	Bacteroides uniformis:1771	411479.PRJNA18195	Genes_ chloramphenicol O-acetyltransferase
progression.322	Bacteroides uniformis:2256_2257	0.112064177	0.114035088	-0.057854167	0.279357835	0.776300337	Bacteroides uniformis:2256	411479.PRJNA18195	Genes_ unannotated
progression.323	Bacteroides uniformis:2442_2444;2455_2457	0.109877507	0.148448043	-0.005914261	0.295900397	0.776300337	Bacteroides uniformis:2442	411479.PRJNA18195	"Genes_ 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;Ser/Thr phosphatase family protein;glycosyl hydrolase family 3 C-terminal domain protein;oxidoreductase, NAD-binding domain protein"
progression.354	Bacteroides uniformis:3597_3598	0.098061332	0.118083671	-0.051010979	0.280596651	0.776300337	Bacteroides uniformis:3597	411479.PRJNA18195	Genes_ CHC2 zinc finger domain protein;
progression.359	Bacteroides uniformis:3828_3830;3830_3832;3832_3835;3835_3837	0.100429767	0.096491228	-0.047558488	0.236609189	0.776300337	Bacteroides uniformis:3828	411479.PRJNA18195	Genes_ CobQ/CobB/MinD/ParA nucleotide binding domain protein;single-strand binding family protein
progression.361	Bacteroides uniformis:3933_3934	0.102815237	0.074224022	-0.098319849	0.242435489	0.776300337	Bacteroides uniformis:3933	411479.PRJNA18195	Genes_ putative phage head-tail adaptor
progression.381	Blautia obeum:280_281	0.112012887	0.086813187	-0.082358965	0.251122474	0.776300337	Blautia obeum:280	411459.PRJNA18147	Genes_ unannotated
progression.399	Blautia obeum:1005_1006	0.111573087	0.13956044	-0.019375653	0.291616949	0.776300337	Blautia obeum:1005	411459.PRJNA18147	Genes_ 
progression.413	Blautia obeum:1253_1254	0.111404157	-0.138461538	-0.301826751	0.032803059	0.776300337	Blautia obeum:1253	411459.PRJNA18147	Genes_ unannotated
progression.414	Blautia obeum:1297_1298	0.111668601	0.106593407	-0.05771694	0.265281225	0.776300337	Blautia obeum:1297	411459.PRJNA18147	Genes_ iron dependent repressor DNA binding domain protein;
progression.552	Blautia wexlerae:1053_1054	0.100970388	0.091877681	-0.056689617	0.236464158	0.776300337	Blautia wexlerae:1053	1121115.PRJNA195783	Genes_ NA
progression.573	Blautia wexlerae:1639_1640;3221_3222	0.102778567	0.092569531	-0.052382756	0.233701615	0.776300337	Blautia wexlerae:1639	1121115.PRJNA195783	Genes_ NA
progression.577	Blautia wexlerae:1759_1761;1761_1762	0.103242181	0.075134911	-0.039309149	0.187633297	0.776300337	Blautia wexlerae:1759	1121115.PRJNA195783	Genes_ NA
progression.595	Blautia wexlerae:2463_2465;2465_2468;2468_2469	0.094521399	0.100041511	-0.040155179	0.236375245	0.776300337	Blautia wexlerae:2463	1121115.PRJNA195783	Genes_ NA
progression.695	Blautia wexlerae:4454_4456;4456_4457	0.106221117	0.124533001	-0.020948878	0.264850443	0.776300337	Blautia wexlerae:4454	1121115.PRJNA195783	Genes_ NA
progression.726	Coprococcus comes:501_502	0.102261279	-0.141827391	-0.297697656	0.02140822	0.776300337	Coprococcus comes:501	470146.PRJNA20525	Genes_ repeat protein
progression.751	Coprococcus comes:1221_1224	0.103914901	0.105591272	-0.062040544	0.267429277	0.776300337	Coprococcus comes:1221	470146.PRJNA20525	"Genes_ ;efflux ABC transporter, permease protein;ABC transporter, ATP-binding protein"
progression.767	Coprococcus comes:1688_1689	0.113294263	0.125073057	-0.029262058	0.273583609	0.776300337	Coprococcus comes:1688	470146.PRJNA20525	Genes_ UDP-galactopyranose mutase;
progression.890	Ruminococcus sp. SR1/5:217_218	0.105069512	0.111029412	-0.046841847	0.263489222	0.776300337	Ruminococcus sp. SR1/5:217	657323.PRJNA39149	Genes_ 
progression.908	Ruminococcus sp. SR1/5:547_549	0.095888955	0.093566176	-0.004724565	0.190066279	0.776300337	Ruminococcus sp. SR1/5:547	657323.PRJNA39149	Genes_ ;Lactoylglutathione lyase and related lyases;Acetyltransferases
progression.967	Ruminococcus sp. SR1/5:2787_2788;2791_2794;2794_2797;2797_2799;2799_2802;2802_2807;2807_2811;2811_2815;2816_2818;2818_2820;2820_2824;2824_2828;2828_2835;2835_2838;2845_2847;2847_2850	0.103642892	0.057169118	-0.103145041	0.214588315	0.776300337	Ruminococcus sp. SR1/5:2787	657323.PRJNA39149	"Genes_ Phage integrase family.;Site-specific recombinases, DNA invertase Pin homologs;Predicted phosphoesterase or phosphohydrolase;Uncharacterised protein family (UPF0153).;Predicted ATPase (AAA+ superfamily);conserved hypothetical protein, ribA/ribD-fused;DNA ligase, NAD-dependent;Uncharacterized conserved protein;looped-hinge helix DNA binding domain, AbrB family;MoxR-like ATPases;Single-stranded DNA-binding protein;Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains;ABC-type multidrug transport system, ATPase component;Arylsulfatase regulator (Fe-S oxidoreductase);Protein of unknown function (DUF3268).;Cna protein B-type domain.;Type IV secretory pathway, VirD4 components"
progression.1011	Anaerostipes hadrus:460_461	0.098417829	-0.129785247	-0.276668882	0.023024323	0.776300337	Anaerostipes hadrus:460	245018.PRJNA45957	Genes_ Protein of unknown function (DUF1703)./Predicted AAA-ATPase.
progression.1038	Anaerostipes hadrus:1114_1116	0.109759897	-0.1232493	-0.280219957	0.04014094	0.776300337	Anaerostipes hadrus:1114	245018.PRJNA45957	"Genes_ Transposase and inactivated derivatives;transposase, IS605 OrfB family, central region;"
progression.1056	Anaerostipes hadrus:1300_1301	0.096796031	-0.208963585	-0.353772571	-0.054371568	0.776300337	Anaerostipes hadrus:1300	245018.PRJNA45957	Genes_ methionine synthase (B12-independent)
progression.1144	Bifidobacterium adolescentis:1654_1656	0.103008853	-0.157407407	-0.323598642	0.01820522	0.776300337	Bifidobacterium adolescentis:1654	1680.PRJNA240293	Genes_ unannotated
progression.26	[Eubacterium] rectale:444_445	0.117623226	0.117424242	-0.040102535	0.269255501	0.779817344	[Eubacterium] rectale:444	657318.PRJNA39159	Genes_ Flagellin and related hook-associated proteins
progression.29	[Eubacterium] rectale:459_460	0.119688477	-0.075757576	-0.224139702	0.076057377	0.779817344	[Eubacterium] rectale:459	657318.PRJNA39159	Genes_ unannotated
progression.87	[Eubacterium] rectale:1776_1778	0.120911724	0.113636364	-0.033978619	0.25639916	0.779817344	[Eubacterium] rectale:1776	657318.PRJNA39159	Genes_ unannotated
progression.104	[Eubacterium] rectale:2191_2192	0.115688369	0.122474747	-0.034375083	0.273436268	0.779817344	[Eubacterium] rectale:2191	657318.PRJNA39159	Genes_ unannotated
progression.174	Faecalibacterium prausnitzii:610_613;613_615;615_617;617_618;624_625;707_709;2561_2562	0.117304272	-0.134908537	-0.277485765	0.013483109	0.779817344	Faecalibacterium prausnitzii:610	748224.PRJNA46809	"Genes_ helicase C-terminal domain protein;transcriptional regulator, LacI family;TRAP transporter solute receptor, DctP family;TRAP transporter, DctQ-like membrane protein;TRAP transporter, DctM subunit;arabinose isomerase;putative ribulose-phosphate 3-epimerase;transporter, CPA2 family;topoisomerase DNA-binding C4 zinc finger domain protein;DNA-binding helix-turn-helix protein"
progression.266	Faecalibacterium prausnitzii:2908_2909	0.118559672	0.110137195	-0.047156185	0.262100736	0.779817344	Faecalibacterium prausnitzii:2908	748224.PRJNA46809	Genes_ unannotated
progression.305	Bacteroides uniformis:1677_1680;4332_4334	0.12130528	0.162618084	0.018046757	0.300528736	0.779817344	Bacteroides uniformis:1677	411479.PRJNA18195	Genes_ tRNA-Met;LytTr DNA-binding domain protein
progression.604	Blautia wexlerae:2625_2629	0.122392868	0.108620451	-0.041711291	0.254142948	0.779817344	Blautia wexlerae:2625	1121115.PRJNA195783	Genes_ NA
progression.659	Blautia wexlerae:3776_3777	0.122642161	-0.096859001	-0.2316558	0.041587222	0.779817344	Blautia wexlerae:3776	1121115.PRJNA195783	Genes_ NA
progression.697	Blautia wexlerae:4461_4462	0.114642855	0.095475301	-0.052158377	0.239024979	0.779817344	Blautia wexlerae:4461	1121115.PRJNA195783	Genes_ NA
progression.748	Coprococcus comes:1133_1134	0.123235383	-0.118254432	-0.277850071	0.047693892	0.779817344	Coprococcus comes:1133	470146.PRJNA20525	"Genes_ inorganic anion transporter, SulP family"
progression.885	Anaerobutyricum hallii:3223_3224	0.117520368	-0.108823529	-0.243533507	0.030005593	0.779817344	Anaerobutyricum hallii:3223	411469.PRJNA18177	"Genes_ ;toxin-antitoxin system, toxin component, RelE family;addiction module antidote protein HigA"
progression.919	Ruminococcus sp. SR1/5:806_808	0.121387985	0.112683824	-0.022739564	0.244046455	0.779817344	Ruminococcus sp. SR1/5:806	657323.PRJNA39149	Genes_ ;cold-shock DNA-binding protein family
progression.933	Ruminococcus sp. SR1/5:1554_1555	0.120599674	0.114889706	-0.041581006	0.265859869	0.779817344	Ruminococcus sp. SR1/5:1554	657323.PRJNA39149	Genes_ unannotated
progression.28	[Eubacterium] rectale:451_452	0.125312689	-0.092171717	-0.229771868	0.049041085	0.787745169	[Eubacterium] rectale:451	657318.PRJNA39159	Genes_ 
progression.37	[Eubacterium] rectale:515_519	0.136962382	0.13510101	-0.018140049	0.282140551	0.787745169	[Eubacterium] rectale:515	657318.PRJNA39159	Genes_ ;Uncharacterized protein conserved in bacteria
progression.110	[Eubacterium] rectale:2284_2287	0.137413233	-0.131313131	-0.280582515	0.024157977	0.787745169	[Eubacterium] rectale:2284	657318.PRJNA39159	"Genes_ Predicted transcriptional regulators;Site-specific recombinases, DNA invertase Pin homologs;;Resolvase, N terminal domain.;Excisionase from transposon Tn916.;Site-specific recombinase XerD"
progression.185	Faecalibacterium prausnitzii:742_743	0.134114052	0.076219512	-0.086365482	0.234849988	0.787745169	Faecalibacterium prausnitzii:742	748224.PRJNA46809	Genes_ relaxase/mobilization nuclease domain protein
progression.376	Blautia obeum:247_248	0.136796518	0.125274725	-0.032669984	0.277114867	0.787745169	Blautia obeum:247	411459.PRJNA18147	Genes_ MutS2 family protein;
progression.538	Blautia wexlerae:784_787	0.137046239	0.112771551	-0.03314023	0.253976504	0.787745169	Blautia wexlerae:784	1121115.PRJNA195783	Genes_ NA
progression.547	Blautia wexlerae:963_964;965_969	0.130909326	-0.02269268	-0.173138065	0.128787548	0.787745169	Blautia wexlerae:963	1121115.PRJNA195783	Genes_ NA
progression.550	Blautia wexlerae:1039_1041	0.129267745	0.085651031	-0.046979497	0.215313863	0.787745169	Blautia wexlerae:1039	1121115.PRJNA195783	Genes_ NA
progression.578	Blautia wexlerae:1763_1764	0.132540981	0.084682441	-0.065443052	0.231059276	0.787745169	Blautia wexlerae:1763	1121115.PRJNA195783	Genes_ NA
progression.615	Blautia wexlerae:2731_2733	0.128139704	0.137539781	-0.004181847	0.273845123	0.787745169	Blautia wexlerae:2731	1121115.PRJNA195783	Genes_ NA
progression.657	Blautia wexlerae:3738_3739	0.13495659	0.132281721	-0.0176821	0.276424819	0.787745169	Blautia wexlerae:3738	1121115.PRJNA195783	Genes_ NA
progression.662	Blautia wexlerae:3818_3820;3820_3822;3822_3824	0.133633296	0.109450671	-0.023832966	0.23891137	0.787745169	Blautia wexlerae:3818	1121115.PRJNA195783	Genes_ NA
progression.663	Blautia wexlerae:3894_3896	0.127605632	0.089663761	-0.052019038	0.227808191	0.787745169	Blautia wexlerae:3894	1121115.PRJNA195783	Genes_ NA
progression.727	Coprococcus comes:502_503	0.13359656	-0.117085525	-0.278401262	0.050654755	0.787745169	Coprococcus comes:502	470146.PRJNA20525	Genes_ repeat protein
progression.730	Coprococcus comes:663_664	0.12965827	0.119033703	-0.032330752	0.265060463	0.787745169	Coprococcus comes:663	470146.PRJNA20525	Genes_ unannotated
progression.770	Coprococcus comes:1706_1707	0.1358185	-0.124293785	-0.282596931	0.040600118	0.787745169	Coprococcus comes:1706	470146.PRJNA20525	Genes_ glutamate 5-kinase;glutamate-5-semialdehyde dehydrogenase
progression.882	Anaerobutyricum hallii:3039_3043;3043_3046;3046_3047	0.130265242	-0.114396285	-0.262676531	0.039162589	0.787745169	Anaerobutyricum hallii:3039	411469.PRJNA18177	"Genes_ type I restriction-modification system, M subunit;type I restriction modification DNA specificity domain protein;type I site-specific deoxyribonuclease, HsdR family;site-specific recombinase, phage integrase family"
progression.1023	Anaerostipes hadrus:623_625	0.128687303	0.086647993	-0.069490602	0.238642772	0.787745169	Anaerostipes hadrus:623	245018.PRJNA45957	Genes_ ;Cell wall-associated hydrolases (invasion-associated proteins)
